En/SP|En/SP|correct
ses/DA|ses/DA|correct
companyes/NC|companyes/NC|correct
,/FF|,/FF|correct
no/RN|no/RN|correct
:/FF|:/FF|correct
ve/VM|ve/VM|correct
tota/DI|tota/DI|correct
sola/AQ|sola/AQ|correct
./FF|./FF|correct
Ses/DA|Ses/DA|correct
companyes/NC|companyes/NC|correct
,/FF|,/FF|correct
per/SP|per/SP|correct
els/DA|els/DA|correct
cingles/NC|cingles/NC|correct
,/FF|,/FF|correct
per/SP|per/SP|correct
les/DA|les/DA|correct
comes/NC|comes/NC|correct
,/FF|,/FF|correct
per/SP|per/SP|correct
el/DA|el/DA|correct
silenci/NC|silenci/NC|correct
de/SP|de/SP|correct
els/DA|els/DA|correct
prats/NC|prats/NC|correct
i/CC|i/CC|correct
en/SP|en/SP|correct
la/DA|la/DA|correct
ribera/NC|ribera/NC|correct
,/FF|,/FF|correct
fan/VM|fan/VM|correct
dringar/SP|dringar/VM|wrong
l'/DA|l'/DA|correct
esquellot/NC|esquellot/NC|correct
mentre/CS|mentre/CS|correct
pasturen/SP|pasturen/VM|wrong
l'/DA|l'/DA|correct
herba/NC|herba/NC|correct
fresca/AQ|fresca/AQ|correct
a/SP|a/SP|correct
l'/DA|l'/DA|correct
atzar/NC|atzar/NC|correct
.../FF|.../FF|correct
Ella/NP|Ella/PP|wrong
cauria/FF|cauria/VM|wrong
./FF|./FF|correct
Topa/RG|Topa/VM|wrong
de/SP|de/SP|correct
morro/NC|morro/NC|correct
en/SP|en/SP|correct
l'/DA|l'/DA|correct
esmolada/PX|esmolada/NC|wrong
pica/NC|pica/NC|correct
i/CC|i/CC|correct
recula/DA|recula/VM|wrong
afrontada/NC|afrontada/VM|wrong
.../FF|.../FF|correct
Però/NP|Però/CC|wrong
torna/VM|torna/VM|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
abaixa/SP|abaixa/VM|wrong
el/DA|el/DA|correct
cap/NC|cap/NC|correct
a/SP|a/SP|correct
l'/DA|l'/DA|correct
aigua/NC|aigua/NC|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
beu/VM|beu/VM|correct
calmosa/RG|calmosa/AQ|wrong
./FF|./FF|correct
Beu/RG|Beu/VM|wrong
poc/RG|poc/RG|correct
,/FF|,/FF|correct
sens/SP|sens/SP|correct
gaire/DI|gaire/DI|correct
set/NC|set/NC|correct
./FF|./FF|correct
Després/RG|Després/RG|correct
aixeca/VM|aixeca/VM|correct
a/SP|a/SP|correct
el/DA|el/DA|correct
cel/NC|cel/NC|correct
,/FF|,/FF|correct
enorme/AQ|enorme/AQ|correct
,/FF|,/FF|correct
l'/DA|l'/DA|correct
embanyada/PX|embanyada/AQ|wrong
testa/NC|testa/NC|correct
amb/SP|amb/SP|correct
un/DI|un/DI|correct
gran/AQ|gran/AQ|correct
gesto/VM|gesto/VM|correct
tràgic/AQ|tràgic/AQ|correct
;/FF|;/FF|correct
parpelleja/NC|parpelleja/VM|wrong
damunt/SP|damunt/SP|correct
les/DA|les/DA|correct
mortes/NC|mortes/NC|correct
nines/NC|nines/NC|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
se/P0|se/P0|correct
'n/PP|'n/PP|correct
torna/VM|torna/VM|correct
orfe/NC|orfe/AQ|wrong
de/SP|de/SP|correct
llum/NC|llum/NC|correct
sota/SP|sota/SP|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
sol/NC|sol/NC|correct
que/PR|que/PR|correct
crema/VM|crema/VM|correct
,/FF|,/FF|correct
vacil/NP|vacil/VM|wrong
./FF|./FF|correct
lant/NC|lant/VM|wrong
per/SP|per/SP|correct
els/DA|els/DA|correct
camins/NC|camins/NC|correct
inoblidables/AQ|inoblidables/AQ|correct
,/FF|,/FF|correct
brandant/NP|brandant/VM|wrong
lànguidament/FF|lànguidament/RG|wrong
la/DA|la/DA|correct
llarga/AQ|llarga/AQ|correct
cua/NC|cua/NC|correct
./FF|./FF|correct
(/FF|(/FF|correct
Poesies/NP|Poesies/NP|correct
,/FF|,/FF|correct
1895/ZZ|1895/ZZ|correct
)/FF|)/FF|correct
Enllaços/NP|Enllaços/NP|correct
externs/AQ|externs/AQ|correct
./FF|./FF|correct
"/FF|"/FF|correct
La/NP|La/DA|wrong
vaca/NC|vaca/NC|correct
cega/AQ|cega/AQ|correct
"/FF|"/FF|correct
en/SP|en/SP|correct
esperanto/NC|esperanto/NC|correct
;/FF|;/FF|correct
Les/DA|Les/DA|correct
Preses/NP|Preses/NP|correct
és/VS|és/VS|correct
un/DI|un/DI|correct
municipi/NC|municipi/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
comarca/NC|comarca/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
Garrotxa/NP|Garrotxa/NP|correct
./FF|./FF|correct
Limitant/RG|Limitant/VM|wrong
per/SP|per/SP|correct
el/DA|el/DA|correct
nord/NC|nord/NC|correct
amb/SP|amb/SP|correct
la/DA|la/DA|correct
serra/NC|serra/NC|correct
de/SP|de/SP|correct
Corb/NP|Corb/NP|correct
,/FF|,/FF|correct
en/SP|en/SP|correct
el/DA|el/DA|correct
que/PR|que/PR|correct
es/P0|es/P0|correct
troba/VM|troba/VM|correct
el/DA|el/DA|correct
Puig_Rodó/NP|Puig_Rodó/NP|correct
(/FF|(/FF|correct
936_metres/NP|936_metres/ZZ|wrong
)/FF|)/FF|correct
,/FF|,/FF|correct
que/PR|que/PR|correct
és/VS|és/VS|correct
el/DA|el/DA|correct
punt/NC|punt/NC|correct
més/RG|més/RG|correct
elevat/VM|elevat/VM|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
terme/NC|terme/NC|correct
que/PR|que/PR|correct
s'/P0|s'/P0|correct
estén/VM|estén/VM|correct
per/SP|per/SP|correct
la/DA|la/DA|correct
plana/NC|plana/NC|correct
de/SP|de/SP|correct
Bas/NP|Bas/NP|correct
des_de/SP|des_de/SP|correct
la/DA|la/DA|correct
capçalera/NC|capçalera/NC|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
riu/NC|riu/NC|correct
Fluvià/NP|Fluvià/NP|correct
,/FF|,/FF|correct
enclavat/VM|enclavat/VM|correct
dintre/RG|dintre/RG|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
Parc_Natural_de_la_Zona_Volcànica_de_la_Garrotxa/NP|Parc_Natural_de_la_Zona_Volcànica_de_la_Garrotxa/NP|correct
./FF|./FF|correct
Va/VA|Va/VA|correct
pertànyer/VM|pertànyer/VM|correct
dintre/RG|dintre/RG|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
vescomtat/NC|vescomtat/NC|correct
de/SP|de/SP|correct
Bas/NP|Bas/NP|correct
a/SP|a/SP|correct
el/DA|el/DA|correct
monestir/NC|monestir/NC|correct
de/SP|de/SP|correct
Bages/NP|Bages/NP|correct
./FF|./FF|correct
La/DA|La/DA|correct
llegenda/NC|llegenda/NC|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
poble/NC|poble/NC|correct
diu/VM|diu/VM|correct
que/CS|que/CS|correct
hi/PP|hi/PP|correct
havia/VA|havia/VA|correct
un/DI|un/DI|correct
gran/AQ|gran/AQ|correct
llac/NC|llac/NC|correct
que/PR|que/PR|correct
ocupava/VM|ocupava/VM|correct
tota/DI|tota/DI|correct
la/DA|la/DA|correct
plana/NC|plana/NC|correct
de/SP|de/SP|correct
Bas/NP|Bas/NP|correct
./FF|./FF|correct
Economia/NP|Economia/NP|correct
basada/VM|basada/VM|correct
en/SP|en/SP|correct
l'/DA|l'/DA|correct
agricultura/NC|agricultura/NC|correct
i/CC|i/CC|correct
la/DA|la/DA|correct
ramaderia/NC|ramaderia/NC|correct
de/SP|de/SP|correct
bestiar/NC|bestiar/NC|correct
boví/NC|boví/AQ|wrong
i/CC|i/CC|correct
porcí/AQ|porcí/AQ|correct
./FF|./FF|correct
Posseeix/NP|Posseeix/VM|wrong
indústries/NC|indústries/NC|correct
d'/SP|d'/SP|correct
embotits/NC|embotits/NC|correct
,/FF|,/FF|correct
plàstics/NC|plàstics/NC|correct
i/CC|i/CC|correct
material/NC|material/NC|correct
de/SP|de/SP|correct
construcció/NC|construcció/NC|correct
./FF|./FF|correct
Turisme/NP|Turisme/NC|wrong
important/AQ|important/AQ|correct
,/FF|,/FF|correct
atret/VM|atret/VM|correct
per/SP|per/SP|correct
la/DA|la/DA|correct
Reserva_Natural_de_el_Volcà_Racó/NP|Reserva_Natural_de_el_Volcà_Racó/NP|correct
,/FF|,/FF|correct
amb/SP|amb/SP|correct
un/DI|un/DI|correct
cràter/NC|cràter/NC|correct
circular/AQ|circular/AQ|correct
de/SP|de/SP|correct
140_metres/NC|140_metres/ZZ|wrong
de/SP|de/SP|correct
diàmetre/NC|diàmetre/NC|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
les/DA|les/DA|correct
àrees/NC|àrees/NC|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
Corb/NP|Corb/NP|correct
i/CC|i/CC|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
bosc/NC|bosc/NC|correct
de/SP|de/SP|correct
Tosca/NP|Tosca/NP|correct
,/FF|,/FF|correct
amb/SP|amb/SP|correct
formacions/NC|formacions/NC|correct
de/SP|de/SP|correct
renta/VM|renta/VM|correct
porosa/RG|porosa/AQ|wrong
./FF|./FF|correct
Entitats/NP|Entitats/NP|correct
de/SP|de/SP|correct
població/NC|població/NC|correct
./FF|./FF|correct
Llocs/NP|Llocs/NP|correct
d'/SP|d'/SP|correct
interès/NC|interès/NC|correct
./FF|./FF|correct
Església_de_Sant_Pere/NP|Església_de_Sant_Pere/NP|correct
./FF|./FF|correct
Neoclàssica/NP|Neoclàssica/NP|correct
./FF|./FF|correct
Segle_XVIII/WW|Segle_XVIII/WW|correct
./FF|./FF|correct
Església_de_Sant_Miquel_de_el_Corb/NP|Església_de_Sant_Miquel_de_el_Corb/NP|correct
./FF|./FF|correct
Romànica/NP|Romànica/NP|correct
./FF|./FF|correct
Església_de_Sant_Martí/NP|Església_de_Sant_Martí/NP|correct
./FF|./FF|correct
Romànica/NP|Romànica/NP|correct
./FF|./FF|correct
Demografia/NP|Demografia/NP|correct
./FF|./FF|correct
Bibliografia/NP|Bibliografia/NP|correct
./FF|./FF|correct
Enllaços/NP|Enllaços/NC|wrong
externs/AQ|externs/AQ|correct
./FF|./FF|correct
Pàgina/NP|Pàgina/NP|correct
web/NC|web/NC|correct
de/SP|de/SP|correct
l'/DA|l'/DA|correct
Ajuntament/NP|Ajuntament/NP|correct
;/FF|;/FF|correct
Informació_de_la_Generalitat_de_Catalunya/NP|Informació_de_la_Generalitat_de_Catalunya/NP|correct
;/FF|;/FF|correct
Informació_de_l'_Institut_d'_Estadística_de_Catalunya/NP|Informació_de_l'_Institut_d'_Estadística_de_Catalunya/NP|correct
;/FF|;/FF|correct
La/DA|La/DA|correct
Vall_de_Bianya/NP|Vall_de_Bianya/NP|correct
és/VS|és/VS|correct
un/DI|un/DI|correct
municipi/NC|municipi/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
comarca/NC|comarca/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
Garrotxa/NP|Garrotxa/NP|correct
,/FF|,/FF|correct
que/PR|que/CS|wrong
,/FF|,/FF|correct
com/CS|com/CS|correct
diu/VM|diu/VM|correct
el/DA|el/DA|correct
nom/NC|nom/NC|correct
,/FF|,/FF|correct
és/VS|és/VS|correct
format/VM|format/VM|correct
per/SP|per/SP|correct
els/DA|els/DA|correct
pobles/NC|pobles/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
vall/NC|vall/NC|correct
de/SP|de/SP|correct
Bianya/NP|Bianya/NP|correct
./FF|./FF|correct
El/DA|El/DA|correct
cap/NC|cap/NC|correct
de/SP|de/SP|correct
municipi/NC|municipi/NC|correct
és/VS|és/VS|correct
l'/DA|l'/DA|correct
Hostalnou_de_Bianya/NP|Hostalnou_de_Bianya/NP|correct
(/FF|(/FF|correct
conegut/VM|conegut/VM|correct
simplement/RG|simplement/RG|correct
com/CS|com/CS|correct
la/DA|la/DA|correct
Vall_de_Bianya/NP|Vall_de_Bianya/NP|correct
)/FF|)/FF|correct
i/CC|i/CC|correct
el/DA|el/DA|correct
poble/NC|poble/NC|correct
amb/SP|amb/SP|correct
més/RG|més/RG|correct
habitants/NC|habitants/NC|correct
és/VS|és/VS|correct
la/DA|la/DA|correct
Canya/NP|Canya/NP|correct
./FF|./FF|correct
Forma_part/VM|Forma_part/VM|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
Parc_Natural_de_la_Zona_Volcànica_de_la_Garrotxa/NP|Parc_Natural_de_la_Zona_Volcànica_de_la_Garrotxa/NP|correct
i/CC|i/CC|correct
alcalde/NC|alcalde/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
Vall_de_Bianya/NP|Vall_de_Bianya/NP|correct
és/VS|és/VS|correct
Albert_Busquets/NP|Albert_Busquets/NP|correct
,/FF|,/FF|correct
de/SP|de/SP|correct
CiU/NP|CiU/NP|correct
./FF|./FF|correct
Situació/NP|Situació/NP|correct
./FF|./FF|correct
El/DA|El/DA|correct
municipi/NC|municipi/NC|correct
és/VS|és/VS|correct
format/VM|format/VM|correct
per/SP|per/SP|correct
la/DA|la/DA|correct
vall/NC|vall/NC|correct
de/SP|de/SP|correct
Bianya/NP|Bianya/NP|correct
,/FF|,/FF|correct
drenada/VM|drenada/VM|correct
per/SP|per/SP|correct
la/DA|la/DA|correct
riera/NC|riera/NC|correct
de/SP|de/SP|correct
Bianya/NP|Bianya/NP|correct
./FF|./FF|correct
El/DA|El/DA|correct
terme/NC|terme/NC|correct
també/RG|també/RG|correct
comprèn/VM|comprèn/VM|correct
l'/DA|l'/DA|correct
antic/AQ|antic/AQ|correct
municipi/NC|municipi/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
vall/NC|vall/NC|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
Bac/NP|Bac/NP|correct
,/FF|,/FF|correct
a/SP|a/SP|correct
la/DA|la/DA|correct
capçalera/NC|capçalera/NC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
riera/NC|riera/NC|correct
d'/SP|d'/SP|correct
Oix/NP|Oix/NP|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
la/DA|la/DA|correct
capçalera/NC|capçalera/NC|correct
i/CC|i/CC|correct
el/DA|el/DA|correct
vessant/NC|vessant/NC|correct
dret/AQ|dret/AQ|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
riera/NC|riera/NC|correct
de/SP|de/SP|correct
Castellar/NP|Castellar/NP|correct
./FF|./FF|correct
Les/NP|Les/DA|wrong
principals/AQ|principals/AQ|correct
muntanyes/NC|muntanyes/NC|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
terme/NC|terme/NC|correct
són/VS|són/VS|correct
:/FF|:/FF|correct
el/DA|el/DA|correct
coll/NC|coll/NC|correct
de/SP|de/SP|correct
Caubet/NP|Caubet/NP|correct
,/FF|,/FF|correct
el/DA|el/DA|correct
Puigespunya/NP|Puigespunya/NP|correct
i/CC|i/CC|correct
la/DA|la/DA|correct
serra/NC|serra/NC|correct
de/SP|de/SP|correct
Sant_Miquel_de_el_Mont/NP|Sant_Miquel_de_el_Mont/NP|correct
a/SP|a/SP|correct
el/DA|el/DA|correct
sud/NC|sud/NC|correct
;/FF|;/FF|correct
la/DA|la/DA|correct
serra/NC|serra/NC|correct
de/SP|de/SP|correct
Malforat/NP|Malforat/NP|correct
(/FF|(/FF|correct
entre/SP|entre/SP|correct
la/DA|la/DA|correct
vall/NC|vall/NC|correct
de/SP|de/SP|correct
Bianya/NP|Bianya/NP|correct
i/CC|i/CC|correct
la/DA|la/DA|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
Bac/NP|Bac/NP|correct
)/FF|)/FF|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
el/DA|el/DA|correct
puig/NC|puig/NC|correct
Sou/NP|Sou/NP|correct
,/FF|,/FF|correct
a/SP|a/SP|correct
el/DA|el/DA|correct
límit/NC|límit/NC|correct
amb/SP|amb/SP|correct
el/DA|el/DA|correct
Ripollès/NP|Ripollès/NP|correct
,/FF|,/FF|correct
a/SP|a/SP|correct
el/DA|el/DA|correct
nord/NC|nord/NC|correct
./FF|./FF|correct
El/DA|El/DA|correct
bosc/NC|bosc/NC|correct
,/FF|,/FF|correct
de/SP|de/SP|correct
roure/NC|roure/NC|correct
martinenc/NC|martinenc/NC|correct
,/FF|,/FF|correct
d'/SP|d'/SP|correct
alzina/NC|alzina/NC|correct
i/CC|i/CC|correct
de/SP|de/SP|correct
pi/NC|pi/NC|correct
roig/AQ|roig/AQ|correct
i/CC|i/CC|correct
els/DA|els/DA|correct
pasturatges/NC|pasturatges/NC|correct
ocupen/VM|ocupen/VM|correct
unes/DI|unes/DI|correct
7.000_hectàrees/NC|7.000_hectàrees/ZZ|wrong
./FF|./FF|correct
Sectors/RG|Sectors/NP|wrong
d'/SP|d'/SP|correct
activitats/NC|activitats/NC|correct
./FF|./FF|correct
Hi/NP|Hi/PP|wrong
predominen/VM|predominen/VM|correct
els/DA|els/DA|correct
conreus/NC|conreus/NC|correct
de_secà/RG|de_secà/RG|correct
,/FF|,/FF|correct
de/SP|de/SP|correct
cereals/NC|cereals/NC|correct
,/FF|,/FF|correct
farratges/NC|farratges/NC|correct
,/FF|,/FF|correct
patates/NC|patates/NC|correct
i/CC|i/CC|correct
llegums/NC|llegums/NC|correct
,/FF|,/FF|correct
principalment/RG|principalment/RG|correct
./FF|./FF|correct
El/DA|El/DA|correct
conreu/NC|conreu/NC|correct
de/SP|de/SP|correct
regadiu/NC|regadiu/NC|correct
es/P0|es/P0|correct
limita/VM|limita/VM|correct
a/SP|a/SP|correct
petits/AQ|petits/AQ|correct
sectors/NC|sectors/NC|correct
d'/SP|d'/SP|correct
hortalisses/NC|hortalisses/NC|correct
./FF|./FF|correct
La/DA|La/DA|correct
ramaderia/NC|ramaderia/NC|correct
bovina/AQ|bovina/AQ|correct
és/VS|és/VS|correct
important/AQ|important/AQ|correct
per/SP|per/SP|correct
a/SP|a/SP|correct
la/DA|la/DA|correct
producció/NC|producció/NC|correct
de/SP|de/SP|correct
llet/NC|llet/NC|correct
i/CC|i/CC|correct
carn/NC|carn/NC|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
també/RG|també/RG|correct
la/DA|la/DA|correct
porcina/AQ|porcina/AQ|correct
./FF|./FF|correct
a/SP|a/SP|correct
el/DA|el/DA|correct
sector/NC|sector/NC|correct
més/RG|més/RG|correct
pròxim/AQ|pròxim/AQ|correct
a/SP|a/SP|correct
Olot/NP|Olot/NP|correct
i/CC|i/CC|correct
Sant_Joan_les_Fonts/NP|Sant_Joan_les_Fonts/NP|correct
es/P0|es/P0|correct
localitzen/VM|localitzen/VM|correct
,/FF|,/FF|correct
a_prop/RG|a_prop/RG|correct
de/SP|de/SP|correct
l'/DA|l'/DA|correct
Hostalnou_de_Bianya/NP|Hostalnou_de_Bianya/NP|correct
,/FF|,/FF|correct
de/SP|de/SP|correct
Llocalou/NP|Llocalou/NP|correct
i/CC|i/CC|correct
de/SP|de/SP|correct
la/DA|la/DA|correct
Canya/NP|Canya/NP|correct
,/FF|,/FF|correct
les/DA|les/DA|correct
escasses/AQ|escasses/AQ|correct
activitats/NC|activitats/NC|correct
industrials/AQ|industrials/AQ|correct
:/FF|:/FF|correct
petites/AQ|petites/NC|wrong
empreses/NC|empreses/NC|correct
de/SP|de/SP|correct
el/DA|el/DA|correct
sector/NC|sector/NC|correct
tèxtil/AQ|tèxtil/AQ|correct
i/CC|i/CC|correct
alimentari/AQ|alimentari/AQ|correct
(/FF|(/FF|correct
embotits/NC|embotits/NC|correct
)/FF|)/FF|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
uns/DI|uns/DI|correct
laboratoris/NC|laboratoris/NC|correct
que/PR|que/PR|correct
fabriquen/VM|fabriquen/VM|correct
productes/NC|productes/NC|correct
de/SP|de/SP|correct
veterinària/NC|veterinària/NC|correct
./FF|./FF|correct
Pobles/NP|Pobles/NC|wrong
que/PR|que/PR|correct
formen/VM|formen/VM|correct
el/DA|el/DA|correct
municipi/NC|municipi/NC|correct
./FF|./FF|correct
A/SP|A/SP|correct
part/NC|part/NC|correct
de/SP|de/SP|correct
l'/DA|l'/DA|correct
Hostalnou_de_Bianya/NP|Hostalnou_de_Bianya/NP|correct
,/FF|,/FF|correct
Llocalou/NP|Llocalou/NP|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
la/DA|la/DA|correct
Vall_de_el_Bac/NP|Vall_de_el_Bac/NP|correct
,/FF|,/FF|correct
el/DA|el/DA|correct
municipi/NC|municipi/NC|correct
comprèn/VM|comprèn/VM|correct
,/FF|,/FF|correct
a/SP|a/SP|correct
més/RG|més/RG|correct
,/FF|,/FF|correct
el/DA|el/DA|correct
poble/NC|poble/NC|correct
de/SP|de/SP|correct
Capsec/NP|Capsec/NP|correct
,/FF|,/FF|correct
que/CS|que/PR|wrong
fins/SP|fins/SP|correct
el/DA|el/DA|correct
1917/ZZ|1917/ZZ|correct
donà/VM|donà/VM|correct
nom/NC|nom/NC|correct
a/SP|a/SP|correct
el/DA|el/DA|correct
municipi/NC|municipi/NC|correct
,/FF|,/FF|correct
i/CC|i/CC|correct
una/DI|una/DI|correct
sèrie/NC|sèrie/NC|correct
d'/SP|d'/SP|correct
antics/AQ|antics/AQ|correct
llocs/NC|llocs/NC|correct
i/CC|i/CC|correct
parròquies/NC|parròquies/NC|correct
,/FF|,/FF|correct
algunes/PI|algunes/PI|correct
d'/SP|d'/SP|correct
origen/NC|origen/NC|correct
romànic/AQ|romànic/AQ|correct
,/FF|,/FF|correct
que/PR|que/PR|correct
